time[s], wr_x[mm], wr_y[mm], x_heading, y_heading 
31.7386,30.6002,-442.4120,202.4988,-3.1884
31.8374,30.6785,-442.3823,202.5070,-3.1695
31.9370,30.6655,-442.4198,202.5018,-3.1576
32.0366,30.6550,-442.3996,202.4735,-3.1687
32.1358,30.6452,-442.4064,202.4811,-3.1606
32.2356,30.6125,-442.4414,202.4805,-3.1655
32.3505,30.5628,-442.4722,202.4485,-3.1536
32.4509,30.6147,-442.4304,202.4560,-3.1350
32.5510,30.5823,-442.4474,202.4979,-3.1575
32.6514,30.6271,-442.4085,202.4780,-3.1582
32.7516,30.6463,-442.4019,202.4908,-3.1629
32.8526,30.6478,-442.3759,202.5044,-3.1689
32.9539,30.7110,-442.3536,202.4938,-3.1888
33.0555,30.5887,-442.4638,202.4887,-3.1703
33.1570,30.6489,-442.3905,202.5199,-3.1728
33.2588,30.5675,-442.5001,202.4795,-3.1668
33.3649,30.5635,-442.4668,202.4937,-3.1897
33.4692,30.5934,-442.4295,202.5062,-3.1721
33.5765,30.5951,-442.4466,202.5212,-3.1711
33.6901,30.6692,-442.3914,202.4953,-3.1848
33.7964,30.5898,-442.4481,202.4860,-3.1714
33.8996,30.6131,-442.4264,202.5025,-3.1718
34.0034,30.6107,-442.4527,202.5060,-3.1675
34.1101,30.5535,-442.4974,202.4986,-3.1791
34.2178,30.5172,-442.5069,202.4919,-3.1624
34.3231,30.5640,-442.4848,202.5019,-3.1775
34.4290,30.5917,-442.4595,202.5085,-3.1645
34.5418,30.6626,-442.3926,202.5082,-3.1649
34.6473,30.6897,-442.3618,202.4848,-3.1645
34.7529,30.7329,-442.3248,202.4919,-3.1837
34.8584,30.7230,-442.3410,202.4907,-3.1830
34.9756,30.6823,-442.3661,202.5023,-3.1714
35.0823,30.6181,-442.4478,202.4936,-3.1571
35.1954,30.6386,-442.3983,202.4942,-3.1640
35.3020,30.6839,-442.3381,202.4822,-3.1706
35.4097,30.7113,-442.3519,202.4857,-3.1628
35.5180,30.6811,-442.3549,202.4789,-3.1479
35.6261,30.7224,-442.3473,202.4830,-3.1682
35.7337,30.5664,-442.4438,202.4836,-3.1494
35.8412,30.6556,-442.3661,202.4984,-3.1749
35.9494,30.6202,-442.4567,202.4912,-3.1662
36.0578,30.6456,-442.4351,202.4907,-3.1588
36.1661,30.6760,-442.3826,202.5061,-3.1632
36.2740,30.6370,-442.4226,202.5049,-3.1639
36.3825,30.6679,-442.4097,202.4904,-3.1366
36.4916,30.6041,-442.4315,202.4807,-3.1454
36.6011,30.6404,-442.4326,202.4641,-3.1445
36.7111,30.6392,-442.4410,202.4892,-3.1613
36.8211,30.6177,-442.4308,202.4998,-3.1549
36.9308,30.6720,-442.3561,202.4931,-3.1794
37.0409,30.6475,-442.3853,202.4881,-3.1803
37.1512,30.6490,-442.3796,202.5023,-3.1460
37.2713,30.6462,-442.4201,202.5005,-3.1695
37.3889,30.6461,-442.3985,202.4887,-3.1586
37.5039,30.7387,-442.3682,202.5041,-3.1592
37.6217,30.7146,-442.3607,202.4793,-3.1458
37.7377,30.7749,-442.2997,202.4862,-3.1356
37.8528,30.6933,-442.4072,202.4928,-3.1544
37.9649,30.6789,-442.4042,202.4891,-3.1327
38.0826,30.5457,-442.5147,202.4753,-3.1628
38.1956,30.5878,-442.4908,202.4946,-3.1509
38.3131,30.6279,-442.4596,202.4968,-3.1577
38.4294,30.6716,-442.3941,202.5079,-3.1619
38.5428,30.7220,-442.3628,202.4761,-3.1463
38.6615,30.7456,-442.3517,202.4758,-3.1534
38.7787,30.6476,-442.4445,202.4952,-3.1560
38.8931,30.5388,-442.5465,202.4883,-3.1477
39.0129,30.5387,-442.5182,202.4967,-3.1536
39.1313,30.5526,-442.4880,202.4961,-3.1622
39.2542,30.5008,-442.5392,202.5194,-3.1765
39.3715,30.6101,-442.4471,202.4961,-3.1612
39.4868,30.6711,-442.3868,202.5054,-3.1324
39.6027,30.7566,-442.3189,202.5004,-3.1662
39.7193,30.7278,-442.3859,202.5057,-3.1609
39.8354,30.7347,-442.3483,202.4815,-3.1404
39.9522,30.6566,-442.4144,202.5049,-3.1364
40.0756,30.6417,-442.4329,202.4956,-3.1729
40.2053,30.6854,-442.4043,202.5010,-3.1450
40.3304,30.6064,-442.4740,202.4854,-3.1453
40.4480,30.6469,-442.4254,202.5017,-3.1672
40.5656,30.6287,-442.4514,202.4975,-3.1467
40.6838,30.6254,-442.4814,202.4864,-3.1729
40.8022,30.5907,-442.4948,202.5023,-3.1425
40.9211,30.5847,-442.4741,202.5069,-3.1660
41.0402,30.5887,-442.4809,202.5155,-3.1544
41.1601,30.6142,-442.4579,202.4942,-3.1542
41.2823,30.6765,-442.4276,202.4977,-3.1485
41.4056,30.6523,-442.3858,202.5064,-3.1615
41.5304,30.6785,-442.3860,202.5043,-3.1586
41.6504,30.5263,-442.5426,202.4681,-3.1662
41.7700,30.6473,-442.3995,202.5154,-3.1490
41.8900,30.6650,-442.4160,202.5194,-3.1527
42.0257,30.7788,-442.3108,202.4891,-3.1524
42.1471,30.7044,-442.3609,202.4903,-3.1582
42.2680,30.6436,-442.3783,202.5067,-3.1327
42.3892,30.5260,-442.5311,202.4970,-3.1662
42.5109,30.6184,-442.4387,202.5005,-3.1451
42.6368,30.5674,-442.5034,202.4902,-3.1654
42.7619,30.6098,-442.4686,202.4933,-3.1505
42.8870,30.6222,-442.4622,202.5043,-3.1662
43.0095,30.7093,-442.3125,202.4916,-3.1705
43.1320,30.7128,-442.3556,202.4825,-3.1552
43.2548,30.7062,-442.3451,202.4957,-3.1469
43.3838,30.6759,-442.3959,202.5057,-3.1609
43.5068,30.6225,-442.4345,202.4932,-3.1600
43.6304,30.6785,-442.3708,202.5104,-3.1566
43.7540,30.7166,-442.3573,202.4847,-3.1452
43.8777,30.7111,-442.3631,202.4961,-3.1499
44.0022,30.6754,-442.3991,202.4664,-3.1471
44.1262,30.6577,-442.4335,202.4841,-3.1360
44.2610,30.7375,-442.3692,202.5041,-3.1517
44.3897,30.7393,-442.3419,202.5029,-3.1604
44.5151,30.6831,-442.4058,202.5011,-3.1415
44.6460,30.6479,-442.4115,202.5092,-3.1565
44.7745,30.6517,-442.4165,202.5017,-3.1606
44.8999,30.5699,-442.5034,202.5022,-3.1706
45.0260,30.6311,-442.4468,202.4905,-3.1319
45.1621,30.6207,-442.4560,202.4910,-3.1330
45.2891,30.7701,-442.3297,202.5049,-3.1587
45.4152,30.6934,-442.3921,202.4965,-3.1472
45.5415,30.7593,-442.3073,202.4949,-3.1459
45.6685,30.6805,-442.3963,202.4916,-3.1544
45.7965,30.6768,-442.3953,202.5271,-3.1618
45.9236,30.6524,-442.4044,202.5213,-3.1666
46.0547,30.5717,-442.4675,202.5055,-3.1605
46.1858,30.5693,-442.4948,202.4911,-3.1610
46.3155,30.6825,-442.3810,202.5085,-3.1603
46.4446,30.6608,-442.4230,202.4987,-3.1484
46.5727,30.6470,-442.4298,202.4976,-3.1670
46.7018,30.6431,-442.4209,202.5238,-3.1465
46.8375,30.6589,-442.4023,202.4961,-3.1573
46.9711,30.6399,-442.4285,202.4970,-3.1484
47.1047,30.7555,-442.3333,202.4923,-3.1431
47.2339,30.7526,-442.3272,202.4849,-3.1492
47.3635,30.7199,-442.3209,202.4851,-3.1556
