time[s], wr_x[mm], wr_y[mm], v[mm/s], x_heading, y_heading 
9.4090,-1231.6710,1.1565,204.0903,-0.0438
9.7975,-1231.6537,1.1502,204.1168,-0.0277
9.9191,-1231.6529,1.1387,204.0543,-0.0173
10.0103,-1231.6779,1.1282,204.1447,-0.0639
10.1015,-1231.6820,1.1396,204.1248,-0.0462
10.1696,-1231.6691,1.1249,204.1044,-0.0392
10.2794,-1231.6705,1.1559,204.1298,-0.0683
10.3326,-1231.6687,1.1336,204.1021,-0.0258
10.3815,-1231.6596,1.1700,204.1107,-0.0365
10.4783,-1231.6780,1.1377,204.1112,-0.0362
10.5774,-1231.6910,1.1511,204.1390,-0.0147
10.6783,-1231.6873,1.1536,204.1503,-0.0332
10.7793,-1231.7054,1.1473,204.1001,0.0046
10.8793,-1231.6794,1.1620,204.1240,-0.0270
10.9795,-1231.6477,1.1490,204.1018,-0.0449
11.0779,-1231.6924,1.1517,204.1097,-0.0540
11.1791,-1231.6766,1.1324,204.0852,-0.0122
11.2792,-1231.7087,1.1547,204.1553,-0.0541
11.3806,-1231.6740,1.1365,204.1165,-0.0496
11.4793,-1231.6689,1.1440,204.1095,-0.0606
11.5795,-1231.7009,1.1318,204.1479,-0.0365
11.6811,-1231.6566,1.1357,204.0962,-0.0468
11.7824,-1231.6602,1.1118,204.1362,-0.0609
11.8810,-1231.6370,1.1380,204.1172,-0.0732
11.9817,-1231.6328,1.1296,204.1082,-0.0527
12.0818,-1231.6727,1.1094,204.1216,-0.0479
12.1833,-1231.6583,1.1234,204.1201,-0.0326
12.2814,-1231.6373,1.1317,204.1267,-0.0698
12.3815,-1231.6683,1.1573,204.1549,-0.0343
12.4812,-1231.6453,1.1533,204.1228,-0.0545
12.5833,-1231.7114,1.1362,204.1455,-0.0331
12.6832,-1231.6752,1.1362,204.1195,-0.0464
12.7818,-1231.6957,1.1399,204.1293,-0.0480
12.8863,-1231.6788,1.1652,204.1326,-0.0442
12.9842,-1231.6678,1.1518,204.1251,-0.0394
13.0840,-1231.6932,1.1369,204.1273,-0.0476
13.1848,-1231.6683,1.1420,204.1252,-0.0498
13.2833,-1231.6843,1.1313,204.1465,-0.0249
13.3836,-1231.6738,1.1636,204.1254,-0.0536
13.4858,-1231.6530,1.1352,204.1284,-0.0706
13.5850,-1231.6443,1.1318,204.0974,-0.0618
13.6842,-1231.6327,1.1207,204.0835,-0.0310
13.7853,-1231.6752,1.0921,204.0969,-0.0326
13.8863,-1231.6241,1.1459,204.0852,-0.0764
13.9866,-1231.6452,1.1158,204.1490,-0.0438
14.0849,-1231.6279,1.1439,204.1072,-0.0645
14.1892,-1231.6542,1.1369,204.1241,-0.0471
14.2843,-1231.6800,1.1132,204.1127,-0.0253
14.3882,-1231.6498,1.1585,204.0693,-0.0338
14.4881,-1231.6669,1.1538,204.1041,-0.0429
14.5846,-1231.6860,1.1439,204.1061,-0.0417
14.6867,-1231.6772,1.1540,204.1573,-0.0626
14.7890,-1231.6414,1.1546,204.1080,-0.0402
14.8891,-1231.7035,1.1503,204.1357,-0.0263
14.9884,-1231.6217,1.1346,204.1064,-0.0522
15.0888,-1231.6744,1.1269,204.1217,-0.0510
15.1911,-1231.6673,1.1315,204.1403,-0.0694
15.2871,-1231.6490,1.1450,204.1434,-0.0680
15.3875,-1231.6547,1.1515,204.1212,-0.0464
15.4885,-1231.6504,1.1112,204.1396,-0.0610
15.5898,-1231.6536,1.1355,204.1224,-0.0429
15.7986,-1231.6416,1.1427,204.0916,-0.0710
15.9301,-1231.6902,1.1580,204.1409,-0.0492
16.0126,-1231.6609,1.1400,204.1281,-0.0723
16.1281,-1231.6528,1.1343,204.0825,-0.0484
16.2222,-1231.6841,1.1415,204.1169,-0.0367
16.3196,-1231.6461,1.1269,204.1256,-0.0413
16.3953,-1231.6619,1.1227,204.1335,-0.0560
16.4909,-1231.6801,1.1468,204.1404,-0.0527
16.5886,-1231.6521,1.1572,204.1064,-0.0602
16.6940,-1231.6837,1.1376,204.1477,-0.0448
16.7898,-1231.6362,1.1555,204.1166,-0.0507
16.8934,-1231.7005,1.1558,204.1241,-0.0505
16.9931,-1231.6868,1.1395,204.1470,-0.0624
17.0971,-1231.6515,1.1441,204.0950,-0.0594
17.1938,-1231.6803,1.1414,204.1365,-0.0455
17.2935,-1231.6432,1.1461,204.1273,-0.0627
17.3916,-1231.6866,1.1247,204.1050,-0.0621
17.4956,-1231.6613,1.1362,204.1075,-0.0343
